species,stakeno,Color,soil,Treatment,feedstock,temperature,trtno,repno,crop,tcn,tcngkg,log10tcngkg,arctcn,oc,arcoc,C/N ratio,leafaluminum,leaflog10aluminum,leafcalcium,leaflog10calcium,leafcopper,leaflog10copper,leafiron,leaflog10iron,leafpotassium,leaflog10potassium,leafpotassiumgg,leaflog10potassiummgg,leafmagnesium,leaflog10magnesium,leafmanganese,leaflog10manganese,leafsodium,leaflog10sodium,leafphosphorus,leaflog10phosphorus,leafzinc,leaflog10zinc,revisedrootdw,log10totrootdw,shdw,logshootdw,Ngshoot,log10Ngshoot,Alshoot,log10Alshoot,Cagshoot,log10Cagshoot,Feshoot,log10Feshoot,Kgshoot,log10Kgshoot,Mgshoot,log10Mgshoot,Mnshoot,Log10Mnshoot,Nashoot,log10Nashoot,Pgshoot,log10Pgshoot,Znshoot,log10Znshoot,Combined Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,382,Green,Norfolk,82-350,82,350,7,4,LS,0.75798,7.5798,0.8797,0.087172409,40.715,0.692006061,53.7151376,,,3130,3.4955,,,48.07788845,1.6819,15607.251,4.1933,15.6073,1.1933,1812.091633,3.2582,108.3737052,2.0349,1465.942231,3.1661,2168.784861,3.3362,44.67370518,1.6501,0.419,-0.378,2.448,0.388829154,0.01855535,-1.73153084,,,7.66224,0.884355751,117.6946709,2.070756799,38.20655044,1.582137828,4.436000319,0.646991569,0.26529883,-0.576264665,3.588626582,0.55492827,5.309185339,0.725027886,109.3612303,2.038863387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,383,Green,Norfolk,82-350,82,350,7,5,LS,0.72014,7.2014,0.8574,0.084963247,40.45,0.689307763,56.16963368,93.90098425,2.0,2744.192913,3.4384,,,62.61062992,1.7966,14166.45669,4.1513,14.1665,1.1513,1504.15748,3.1773,148.8683071,2.1728,1143.496063,3.0582,1930.387795,3.2856,39.22814961,1.5936,0.6,-0.222,2.933,0.46732687,0.021121706,-1.675271003,275.4115868,2.439982207,8.048717815,0.905726701,183.6369776,2.263960136,41.55021748,1.618573301,4.41169389,0.644605371,0.436630745,-0.359885687,3.353873953,0.525546737,5.661827404,0.752956626,115.0561628,2.060909886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,384,Green,Norfolk,82-350,82,350,7,6,LS,0.7105,7.105,0.8516,0.084391297,40.235,0.687116498,56.62913441,,,3300.514403,3.5186,,,51.38045267,1.7108,13983.04527,4.1456,13.9830,1.1456,1672.065844,3.2233,99.87572016,1.9995,1352.73251,3.1312,1953.343621,3.2908,50.96872428,1.7073,0.868,-0.061,2.896,0.461813554,0.02057608,-1.68663736,,,9.558289712,0.98038019,148.7977909,2.172596484,40.49489909,1.607400321,4.842302683,0.685051933,0.289240086,-0.538741519,3.91751335,0.593010485,5.656883128,0.752577206,147.6054255,2.169102321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,385,Orange,Norfolk,PC-500,PC,500,8,1,LS,1.6197,16.197,1.2094,0.127613522,40.59,0.690733627,25.06019633,,,4942.51046,3.6939,,,57.87280335,1.7625,17376.42259,4.2400,17.3764,1.2400,3198.995816,3.5050,105.6926778,2.0240,336.2594142,2.5267,2413.34728,3.3826,60.10648536,1.7789,0.261,-0.583,1.3,0.113976758,0.0210561,-1.676622066,,,6.425263598,0.807890949,75.23464435,1.876417872,22.58934937,1.353903722,4.158694561,0.618957024,0.137400481,-0.862011746,0.437137238,-0.359382196,3.137351464,0.496563174,78.13843096,1.892864686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,386,Orange,Norfolk,PC-500,PC,500,8,2,LS,1.88495,18.8495,1.2753,0.1377285,39.42,0.678792294,20.91302157,118.0359574,2.1,6429.021277,3.8081,,,86.39680851,1.9365,21826.59574,4.3390,21.8266,1.3390,3922.595745,3.5936,137.8259574,2.1393,465.1255319,2.6676,3415.148936,3.5334,79.2206383,1.8988,0.35,-0.456,1.158,0.063746062,0.021827721,-1.660991606,136.6856387,2.135722887,7.444806638,0.871853422,100.0475043,2.000206259,25.27519787,1.402694564,4.542365872,0.657282112,0.159602459,-0.796960422,0.538615366,-0.268721261,3.954742468,0.597118208,91.73749915,1.962546897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,387,Orange,Norfolk,PC-500,PC,500,8,3,LS,2.1874,21.874,1.3399,0.148443181,39.885,0.683545207,18.23397641,101.4453815,2.0,5707.53012,3.7564,,,75.92811245,1.8804,20572.48996,4.3133,20.5725,1.3133,3639.116466,3.5610,122.6216867,2.0886,508.1405622,2.7060,3021.807229,3.4803,70.31144578,1.8470,0.179,-0.747,1.13,0.053116875,0.02471762,-1.606993349,114.6332811,2.059310723,6.449509036,0.809526656,85.79876707,1.933481047,23.24691365,1.366365303,4.112201606,0.614074398,0.138562506,-0.858354271,0.574198835,-0.240937693,3.414642169,0.533345199,79.45193373,1.900104472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,388,Orange,Norfolk,PC-500,PC,500,8,4,LS,2.3581,23.581,1.3726,0.154171079,39.58,0.680428786,16.78469955,133.7378,2.1,6342.12,3.8022,,,93.8854,1.9726,23718.4,4.3751,23.7184,1.3751,3497.28,3.5437,128.9406,2.1104,501.098,2.6999,3540.48,3.5491,66.589,1.8234,0.303,-0.518,0.986,-0.006079041,0.023250866,-1.633560867,131.8654708,2.12013109,6.25333032,0.79611137,92.5710044,1.966474976,23.3863424,1.368962304,3.44831808,0.537607319,0.127135432,-0.895733398,0.494082628,-0.306200416,3.49091328,0.54293906,65.656754,1.817279408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,389,Orange,Norfolk,PC-500,PC,500,8,5,LS,2.5199,25.199,1.4014,0.159416294,38.51,0.669462074,15.28235247,192.6171739,2.3,7856.630435,3.8952,,,141.8297826,2.1518,27045.21739,4.4321,27.0452,1.4321,5904.391304,3.7712,229.7869565,2.3613,690.3130435,2.8390,4338.26087,3.6373,114.3406522,2.0582,0.196,-0.708,0.846,-0.072578305,0.021318354,-1.67124633,162.9541291,2.21206537,6.646709348,0.822606688,119.9879961,2.0791378,22.88025391,1.35946084,4.995115043,0.698545495,0.194399765,-0.711304264,0.584004835,-0.233583557,3.670168696,0.564686027,96.73219174,1.985571028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,390,Orange,Norfolk,PC-500,PC,500,8,6,LS,1.88145,18.8145,1.2745,0.137599759,38.665,0.6710541,20.55063913,197.3695122,2.3,5695.04065,3.7555,,,138.2300813,2.1406,21193.90244,4.3262,21.1939,1.3262,3273.00813,3.5149,168.1941057,2.2258,399.3699187,2.6014,3453.47561,3.5383,74.16849593,1.8702,0.257,-0.590,1.491,0.17350677,0.02805242,-1.552029675,294.2779427,2.468757711,8.49130561,0.928974472,206.1010512,2.314080207,31.60010854,1.499688574,4.880055122,0.688424728,0.250777412,-0.600711585,0.595460549,-0.225147007,5.149132134,0.711734037,110.5852274,2.043697115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,391,Orange,Norfolk,PL-500,PL,500,9,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4.000,0,-4,,,,,,,,,,,,,,,,,,,,,"DO plants died, no plants no sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,392,Orange,Norfolk,PL-500,PL,500,9,2,LS,0.77392,7.7392,0.8887,0.088086593,38.395,0.668280121,49.61107091,112.6552632,2.1,1337.251012,3.1262,,,77.96012146,1.8919,27652.83401,4.4417,27.6528,1.4417,1759.821862,3.2455,129.7558704,2.1131,2729.8583,3.4361,2235.202429,3.3493,39.35587045,1.5950,0.926,-0.033,2.193,0.341058435,0.016972066,-1.770265298,247.0529921,2.392790118,2.93259147,0.467251567,170.9665464,2.232911139,60.64266498,1.782778278,3.859289344,0.58650734,0.284554624,-0.545834353,5.986579251,0.777178736,4.901798927,0.690355492,86.30742389,1.936048154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,393,Orange,Norfolk,PL-500,PL,500,9,3,LS,0.756985,7.56985,0.8791,0.08711503,38.84,0.672850133,51.30881061,,,1139,3.0565,,,39.28960784,1.5943,27528.03922,4.4398,27.5280,1.4398,1847.97451,3.2667,82.52509804,1.9166,3380.843137,3.5290,2039.843137,3.3096,28.66666667,1.4574,0.979,-0.009,2.282,0.358334671,0.017274398,-1.762597086,,,2.599198,0.414839364,89.6588851,1.952593334,62.81898549,1.798090918,4.217077831,0.625011617,0.188322274,-0.725098311,7.715084039,0.887340661,4.654922039,0.667912412,65.41733333,1.815692837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,394,Orange,Norfolk,PL-500,PL,500,9,4,LS,0.823705,8.23705,0.9158,0.090883256,38.325,0.667560344,46.52757966,,,1355.598291,3.1321,,,49.48931624,1.6945,34012.60684,4.5316,34.0126,1.5316,1945.307692,3.2890,89.07307692,1.9497,5775.106838,3.7616,2524.551282,3.4022,32.45534188,1.5113,0.436,-0.360,2.002,0.301485766,0.016490574,-1.782764225,,,2.713907778,0.433595086,99.07761111,1.995975527,68.09323889,1.833103992,3.894506,0.590452377,0.1783243,-0.748789472,11.56176389,1.063024096,5.054151667,0.70364827,64.97559444,1.812750261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,395,Orange,Norfolk,PL-500,PL,500,9,5,LS,0.67205,6.7205,0.8274,0.082070757,38.925,0.673721958,57.91979763,,,1404.171488,3.1474,,,52.49297521,1.7201,26489.46281,4.4231,26.4895,1.4231,1938.109504,3.2874,120.6636364,2.0816,2568.863636,3.4097,2177.004132,3.3379,36.83140496,1.5662,0.69,-0.161,2.771,0.442652198,0.018622506,-1.729961889,,,3.890959192,0.590056676,145.4580343,2.162737714,73.40230145,1.865709677,5.370501436,0.730014837,0.334358936,-0.475787065,7.118321136,0.852377577,6.03247845,0.780495779,102.0598231,2.008854811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,396,Orange,Norfolk,PL-500,PL,500,9,6,LS,0.71596,7.1596,0.8549,0.084715714,38.77,0.672131899,54.15106989,,,1649.983051,3.2175,,,53.90762712,1.7317,28763.77119,4.4588,28.7638,1.4588,1966.480932,3.2937,112.2016949,2.0500,2734.385593,3.4369,2131.652542,3.3287,37.48220339,1.5738,0.936,-0.029,2.825,0.451033825,0.02022587,-1.694092788,,,4.661202119,0.668497935,152.2890466,2.182668668,81.2576536,1.909864277,5.555308633,0.744708192,0.316969788,-0.49898213,7.724639301,0.887878209,6.021918432,0.779734869,105.8872246,2.024843565,DO checked no. 2.838 OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,397,Orange,Norfolk,SS-500,SS,500,10,1,LS,0.519385,5.19385,0.7155,0.072130902,40.205,0.686810589,77.40885855,,,2697.352941,3.4309,,,52.39235294,1.7193,10087.45098,4.0038,10.0875,1.0038,2244.235294,3.3511,125.2966667,2.0979,373.9254902,2.5728,1580.576471,3.1988,43.08431373,1.6343,1.407,0.148,3.176,0.501894168,0.016495668,-1.782630103,,,8.566792941,0.93281827,166.3981129,2.221148397,32.03774431,1.505661931,7.127691294,0.852948882,0.397942213,-0.400179989,1.187587357,0.074665565,5.019910871,0.700696006,136.8357804,2.136199673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,398,Orange,Norfolk,SS-500,SS,500,10,2,LS,0.545715,5.45715,0.7370,0.07393988,40.71,0.691955175,74.5993788,,,2498.278008,3.3976,,,37.31410788,1.5719,10999.12863,4.0414,10.9991,1.0414,1851.255187,3.2675,144.4107884,2.1596,463.9564315,2.6665,1722.037344,3.2360,39.47240664,1.5963,0.613,-0.212,3.796,0.579337644,0.020715341,-1.683707905,,,9.48346332,0.976966969,141.6443535,2.151199267,41.75269228,1.620684485,7.027364689,0.846792492,0.548183353,-0.261074157,1.761178614,0.245803403,6.536853759,0.815368769,149.8372556,2.17561981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,399,Orange,Norfolk,SS-500,SS,500,10,3,LS,0.554745,5.54745,0.7441,0.074550242,40.355,0.688339762,72.74513515,,,2537.636719,3.4044,,,46.19960938,1.6646,10177.63672,4.0076,10.1776,1.0076,2159.0625,3.3343,117.1306641,2.0687,398.5820313,2.6005,1655.810547,3.2190,39.83613281,1.6003,0.893,-0.049,3.992,0.601201412,0.02214542,-1.654716071,,,10.13024578,1.005619982,184.4288406,2.265828836,40.62912578,1.608837478,8.6189775,0.935455747,0.467585611,-0.330138862,1.591139469,0.201708249,6.609995703,0.820201177,159.0258422,2.201467704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,400,Orange,Norfolk,SS-500,SS,500,10,4,LS,0.693965,6.93965,0.8413,0.083401215,41.075,0.695667285,59.18886399,,,2097.195378,3.3216,,,42.21911765,1.6255,13694.53782,4.1365,13.6945,1.1365,1534.611345,3.1860,144.2014706,2.1590,509.8130252,2.7074,1943.392857,3.2886,28.77394958,1.4590,0.649,-0.188,3.022,0.480308831,0.020971622,-1.678367973,,,6.337724433,0.801933352,127.5861735,2.105803613,41.38489328,1.61684184,4.637595483,0.666292864,0.435776844,-0.360735851,1.540654962,0.187705387,5.872933214,0.768855062,86.95487563,1.939293938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,401,Orange,Norfolk,SS-500,SS,500,10,5,LS,0.579805,5.79805,0.7633,0.076218702,40.81,0.692972701,70.38573313,,,2469.440154,3.3926,,,36.67895753,1.5644,11626.21622,4.0654,11.6262,1.0654,1953.223938,3.2908,106.3444015,2.0267,515.9517375,2.7126,1635.140927,3.2136,37.52741313,1.5743,0.612,-0.213,3.216,0.507329544,0.018646529,-1.729402004,,,7.941719537,0.899914546,117.9595274,2.071733024,37.38991135,1.572754435,6.281568185,0.798068078,0.342003595,-0.465969328,1.659300788,0.219925119,5.25861322,0.720871229,120.6881606,2.081664668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,402,Orange,Norfolk,SS-500,SS,500,10,6,LS,0.655915,6.55915,0.8168,0.081077378,39.83,0.682983529,60.72433166,153.8153689,2.2,2907.479508,3.4635,,,95.01885246,1.9778,10799.63115,4.0334,10.7996,1.0334,1986.846311,3.2982,160.6993852,2.2060,433.6680328,2.6372,1770.168033,3.2480,39.41229508,1.5956,0.798,-0.098,3.278,0.515622198,0.021500894,-1.667543488,504.2067791,2.702608681,9.530717828,0.979125612,311.4717984,2.49341873,35.4011909,1.549017872,6.512882209,0.813773224,0.526772585,-0.278376835,1.421563811,0.152766359,5.802610811,0.763623443,129.1935033,2.111240675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,403,Orange,Norfolk,SG-500,SG,500,11,1,LS,1.27305,12.7305,1.1048,0.113070295,40.385,0.688645486,31.72302738,,,4235.970696,3.6270,,,49.26794872,1.6926,15267.9304,4.1838,15.2679,1.1838,2628.626374,3.4197,148.9648352,2.1731,381.6153846,2.5816,2203.168498,3.3430,48.17747253,1.6828,0.425,-0.372,1.847,0.266490408,0.023513234,-1.628687643,,,7.823837875,0.893419842,90.99790128,1.959031376,28.19986745,1.450247067,4.855072912,0.686195756,0.275138051,-0.560449344,0.704843615,-0.15190723,4.069252216,0.609514609,88.98379176,1.949310908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,404,Orange,Norfolk,SG-500,SG,500,11,2,LS,0.81858,8.1858,0.9131,0.090599304,40.655,0.691395369,49.66527401,,,2704.486692,3.4321,,,48.49410646,1.6857,12801.42586,4.1073,12.8014,1.1073,1394.581749,3.1444,70.16558935,1.8461,248.8003802,2.3959,1932.870722,3.2862,32.41045627,1.5107,0.332,-0.479,2.779,0.443904174,0.022748338,-1.643050324,,,7.515768517,0.875973396,134.7651219,2.129577508,35.57516245,1.551146892,3.875542681,0.588332524,0.194990173,-0.709987276,0.691416257,-0.160260413,5.371447738,0.730091355,90.06865798,1.954573692,"DO reweighed root 0.333 g root, 2.8567  shoot, originals OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,405,Orange,Norfolk,SG-500,SG,500,11,3,LS,1.05465,10.5465,1.0231,0.10287753,39.95,0.684208839,37.87986536,,,4088.96,3.6116,,,52.197,1.7176,15787.74,4.1983,15.7877,1.1983,2133,3.3290,104.45,2.0189,296.5,2.4720,2086.94,3.3195,52.0366,1.7163,0.347,-0.460,2.145,0.331447543,0.022622243,-1.645464346,,,8.7708192,0.943040159,111.962565,2.049072839,33.8647023,1.529747262,4.575285,0.660418152,0.22404525,-0.649664259,0.6359925,-0.196548006,4.4764863,0.65093726,111.618507,2.047736209,DO checked TS no. for root dw OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,406,Orange,Norfolk,SG-500,SG,500,11,4,LS,0.990915,9.90915,0.9960,0.099709852,40.515,0.689969869,40.88645343,93.00519713,2.0,3860.412186,3.5866,,,65.98763441,1.8195,15239.51613,4.1830,15.2395,1.1830,2188.100358,3.3401,116.8546595,2.0676,318.0250896,2.5025,2231.415771,3.3486,51.71792115,1.7136,0.359,-0.445,2.279,0.357763381,0.022582953,-1.646219272,211.9588443,2.326251543,8.797879373,0.944378003,150.3858188,2.177206885,34.73085726,1.540715503,4.986680717,0.697811562,0.266311769,-0.574609641,0.724779179,-0.139794291,5.085396541,0.706324823,117.8651423,2.071385385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,407,Orange,Norfolk,SG-500,SG,500,11,5,LS,1.39115,13.9115,1.1434,0.118222218,40.905,0.693938992,29.40373073,,,4468.314607,3.6501,,,48.76891386,1.6881,15562.35955,4.1921,15.5624,1.1921,3039.28839,3.4828,137.9634831,2.1398,343.7247191,2.5362,2363.970037,3.3736,54.21123596,1.7341,0.317,-0.499,1.621,0.209809806,0.022550542,-1.646843025,,,7.243137978,0.859926758,79.05440936,1.897926098,25.22658483,1.40185846,4.926686479,0.692554926,0.223638806,-0.650452835,0.55717777,-0.254006219,3.831995431,0.583424983,87.87641348,1.943872324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,408,Orange,Norfolk,SG-500,SG,500,11,6,LS,0.942695,9.42695,0.9744,0.09724568,40.775,0.692616611,43.25365044,,,4324.496269,3.6359,,,48.6494403,1.6871,14497.85448,4.1613,14.4979,1.1613,2117.276119,3.3258,125.5371269,2.0988,254.8488806,2.4063,2002.947761,3.3017,45.74402985,1.6603,0.585,-0.233,2.213,0.345001038,0.02086184,-1.680647382,,,9.570110243,0.980916941,107.6612114,2.032059262,32.08375196,1.50628515,4.685532052,0.670758913,0.277813662,-0.556246401,0.563980573,-0.248735856,4.432523396,0.646651037,101.2315381,2.005315835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,409,Orange,Norfolk,55-500,55,500,12,1,LS,0.638845,6.38845,0.8054,0.080013128,39.905,0.683749421,62.46429103,,,1881.214,3.2744,,,48.8882,1.6892,19944.7,4.2998,19.9447,1.2998,2167.62,3.3360,75.1568,1.8760,2478.66,3.3942,2020.06,3.3054,32.798,1.5158,0.793,-0.101,2.633,0.420467353,0.016820789,-1.774153641,,,4.953236462,0.694889061,128.7226306,2.109654907,52.5143951,1.720278367,5.70734346,0.756434009,0.197887854,-0.70358086,6.52631178,0.814667817,5.31881798,0.725815128,86.357134,1.936298221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,410,Orange,Norfolk,55-500,55,500,12,2,LS,0.569825,5.69825,0.7557,0.075558629,40.34,0.688186887,70.79366472,,,1662.96063,3.2209,,,42.62125984,1.6296,16497.5,4.2174,16.4975,1.2174,1523.547244,3.1829,88.80433071,1.9484,1381.824803,3.1405,1978.385827,3.2963,32.64606299,1.5138,0.832,-0.080,3.497,0.543708051,0.01992678,-1.700562869,,,5.815373323,0.7645776,149.0465457,2.173321915,57.6917575,1.761113769,5.327844713,0.726551558,0.310548744,-0.507870222,4.832241337,0.684148616,6.918415236,0.840006624,114.1632823,2.057526447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,411,Orange,Norfolk,55-500,55,500,12,3,LS,0.56162,5.6162,0.7494,0.075011636,39.47,0.679303821,70.27883622,111.033908,2.0,1624.047893,3.2106,,,72.03467433,1.8575,17683.27586,4.2476,17.6833,1.2476,1947.490421,3.2895,69.32279693,1.8409,1830.998084,3.2627,2048.007663,3.3113,29.97068966,1.4767,0.624,-0.205,3.405,0.532129871,0.019123161,-1.718440319,378.0704569,2.577572742,5.529883075,0.742715949,245.2780661,2.389658713,60.21155431,1.779679838,6.631204885,0.821592447,0.236044124,-0.627006807,6.234548477,0.794805006,6.973466092,0.843448694,102.0501983,2.008813853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,412,Orange,Norfolk,55-500,55,500,12,4,LS,0.60332,6.0332,0.7805,0.077751993,39.32,0.677768898,65.172711,95.5804878,2.0,2400.569106,3.3803,,,59.61747967,1.7754,20627.84553,4.3145,20.6278,1.3145,2556.097561,3.4076,46.15914634,1.6643,2861.585366,3.4566,2299.654472,3.3617,37.06910569,1.5690,0.88,-0.055,2.521,0.401590072,0.015209697,-1.817879432,240.9584098,2.381942088,6.051834715,0.781887058,150.2956663,2.176946458,52.00279858,1.716026716,6.443921951,0.809150272,0.116367208,-0.934169386,7.214056707,0.858179552,5.797428923,0.763235433,93.45121545,1.970584954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,413,Orange,Norfolk,55-500,55,500,12,5,LS,0.557175,5.57175,0.7460,0.074713647,39.98,0.68451507,71.75483466,,,2445.497925,3.3884,,,47.27593361,1.6746,19336.70124,4.2864,19.3367,1.2864,2624.896266,3.4191,77.29190871,1.8881,2365.373444,3.3739,2200.497925,3.3425,41.74647303,1.6206,0.898,-0.047,2.798,0.446863231,0.015589757,-1.807160668,,,6.842503195,0.835215009,132.2780622,2.121487824,54.10409008,1.733230098,7.344459751,0.865959855,0.216262761,-0.665018258,6.618314896,0.820747427,6.156993195,0.789368674,116.8066315,2.0674675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,414,Orange,Norfolk,55-500,55,500,12,6,LS,0.64768,6.4768,0.8114,0.080565697,40.315,0.687932073,62.24524457,,,1726.318367,3.2371,,,39.76408163,1.5995,18505,4.2673,18.5050,1.2673,1934.708163,3.2866,66.96285714,1.8258,1986.579592,3.2981,2023.84898,3.3062,31.5055102,1.4984,0.827,-0.082,2.532,0.403480853,0.016399258,-1.785175812,,,4.371038106,0.640584593,100.6826547,2.002954658,46.85466,1.670752791,4.898681069,0.690079165,0.169549954,-0.770702323,5.030019527,0.701569671,5.124385616,0.709641803,79.77195184,1.901850218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,415,Orange,Norfolk,82-500,82,500,13,1,LS,0.586855,5.86855,0.7685,0.076681589,41.62,0.701200799,70.92041475,,,2575.5,3.4109,,,43.13326923,1.6348,12539.76923,4.0983,12.5398,1.0983,1850.521154,3.2673,83.69134615,1.9227,1074.490385,3.0312,1785.698077,3.2518,38.94673077,1.5905,0.727,-0.138,2.394,0.379142287,0.014049309,-1.852345045,,,6.165747,0.7899857,103.2610465,2.013936522,30.02020754,1.47741369,4.430147642,0.6464182,0.200357083,-0.6981953,2.572329981,0.41032668,4.274961196,0.630932177,93.23847346,1.969595154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,416,Orange,Norfolk,82-500,82,500,13,2,LS,0.514705,5.14705,0.7116,0.071804631,40.215,0.686912563,78.13213394,143.6015686,2.2,2500.54902,3.3980,,,89.94843137,1.9540,11709,4.0685,11.7090,1.0685,1452.923529,3.1622,97.63882353,1.9896,939.8294118,2.9730,1652.209804,3.2181,37.37333333,1.5726,0.722,-0.141,3.826,0.582756317,0.019692613,-1.705696647,549.4196016,2.73990415,9.567100549,0.980780338,344.1426984,2.53673856,44.798634,1.651264772,5.558885424,0.744987723,0.373566139,-0.427632496,3.595787329,0.555793998,6.32135471,0.800810161,142.9903733,2.1553068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,417,Orange,Norfolk,82-500,82,500,13,3,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4.000,0,-4,,,,,,,,,,,,,,,,,,,,,"DO plants died, no plants no sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,418,Orange,Norfolk,82-500,82,500,13,4,LS,0.607895,6.07895,0.7838,0.078046832,40.46,0.689409636,66.55754694,,,3223.946281,3.5084,,,52.7911157,1.7226,14592.68595,4.1641,14.5927,1.1641,2119.152893,3.3262,103.0115702,2.0129,1373.07438,3.1377,1779.25,3.2502,43.2392562,1.6359,0.688,-0.162,3.151,0.498462186,0.019154771,-1.717723026,,,10.15865473,1.0068362,166.3448056,2.221009244,45.98155343,1.662583639,6.677450764,0.824610694,0.324589458,-0.488665589,4.326557372,0.636142467,5.60641675,0.748685378,136.2468963,2.134326618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,419,Orange,Norfolk,82-500,82,500,13,5,LS,0.657995,6.57995,0.8182,0.081206113,39.695,0.681604309,60.32720613,97.0313278,2.0,3126.20332,3.4950,,,57.49688797,1.7596,15736.0166,4.1969,15.7360,1.1969,1905.180498,3.2799,107.0551867,2.0296,1305.983402,3.1159,1814.288382,3.2587,42.3593361,1.6269,0.799,-0.097,3.192,0.504076488,0.0210032,-1.677714524,309.7239983,2.490974857,9.978840996,0.999080103,183.5300664,2.263707222,50.22936498,1.700957688,6.081336149,0.78399901,0.341720156,-0.466329404,4.168699021,0.62000054,5.791208515,0.762769202,135.2110008,2.131012027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,420,Orange,Norfolk,82-500,82,500,13,6,LS,0.6391,6.391,0.8056,0.080029129,40.86,0.693481319,63.9336567,,,3225.258303,3.5086,,,34.46900369,1.5374,16179.50185,4.2090,16.1795,1.2090,2047.730627,3.3113,138.0147601,2.1399,1817.929889,3.2596,1944.649446,3.2888,42.88191882,1.6323,0.81,-0.091,2.606,0.415991076,0.016654946,-1.778456771,,,8.405023137,0.924538913,89.82622362,1.953403142,42.16378181,1.624939557,5.336386015,0.727247237,0.359666465,-0.444100054,4.737525292,0.675551541,5.067756458,0.704815736,111.7502804,2.048248622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,421,Pink,Norfolk,PC-700,PC,700,14,1,LS,1.9287,19.287,1.2853,0.139327986,39.545,0.680070901,20.50344792,134.567284,2.1,7970.37037,3.9015,,,97.3962963,1.9885,25925.10288,4.4137,25.9251,1.4137,4648.580247,3.6673,110.9851852,2.0453,472.1358025,2.6741,3699.032922,3.5681,100.0806584,2.0004,0.21,-0.678,1.005,0.002209273,0.019383435,-1.712569258,135.2401204,2.131105549,8.010222222,0.903644565,97.88327778,1.990708504,26.0547284,1.41588655,4.671823148,0.669486394,0.111540111,-0.952568927,0.474496481,-0.323767004,3.717528086,0.570254258,100.5810617,2.002516216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
